threshold,id,timepoint,ear,frequency,status,status_message,pth
65.43,348,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse348_timepoint0_right abr_io_ABRpresto_fit 8000.png
32.96,349,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_left abr_io_ABRpresto_fit 11313.png
33.49,349,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_left abr_io_ABRpresto_fit 16000.png
23.87,349,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_left abr_io_ABRpresto_fit 22627.png
33.19,349,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_left abr_io_ABRpresto_fit 32000.png
51.12,349,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_left abr_io_ABRpresto_fit 4000.png
39.31,349,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_left abr_io_ABRpresto_fit 5656.png
34.47,349,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_left abr_io_ABRpresto_fit 8000.png
25.51,349,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_right abr_io_ABRpresto_fit 11313.png
31.82,349,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_right abr_io_ABRpresto_fit 16000.png
24.0,349,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_right abr_io_ABRpresto_fit 22627.png
27.55,349,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_right abr_io_ABRpresto_fit 32000.png
46.48,349,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_right abr_io_ABRpresto_fit 4000.png
32.09,349,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_right abr_io_ABRpresto_fit 5656.png
38.07,349,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse349_timepoint0_right abr_io_ABRpresto_fit 8000.png
83.81,34,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_left abr_io_ABRpresto_fit 11313.png
89.76,34,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_left abr_io_ABRpresto_fit 16000.png
85.17,34,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_left abr_io_ABRpresto_fit 22627.png
94.4,34,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_left abr_io_ABRpresto_fit 32000.png
inf,34,0,left,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse34_timepoint0_left abr_io_ABRpresto_fit 4000.png
104.83,34,0,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_left abr_io_ABRpresto_fit 45254.png
102.83,34,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_left abr_io_ABRpresto_fit 5656.png
90.88,34,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_left abr_io_ABRpresto_fit 8000.png
90.33,34,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_right abr_io_ABRpresto_fit 11313.png
89.22,34,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_right abr_io_ABRpresto_fit 16000.png
86.33,34,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_right abr_io_ABRpresto_fit 22627.png
88.18,34,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_right abr_io_ABRpresto_fit 32000.png
inf,34,0,right,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse34_timepoint0_right abr_io_ABRpresto_fit 4000.png
94.4,34,0,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_right abr_io_ABRpresto_fit 45254.png
104.32,34,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_right abr_io_ABRpresto_fit 5656.png
90.11,34,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse34_timepoint0_right abr_io_ABRpresto_fit 8000.png
39.4,350,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse350_timepoint0_left abr_io_ABRpresto_fit 16000.png
47.13,350,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse350_timepoint0_left abr_io_ABRpresto_fit 32000.png
51.67,350,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse350_timepoint0_left abr_io_ABRpresto_fit 8000.png
36.48,350,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse350_timepoint1_left abr_io_ABRpresto_fit 16000.png
58.82,350,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse350_timepoint1_left abr_io_ABRpresto_fit 32000.png
53.26,350,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse350_timepoint1_left abr_io_ABRpresto_fit 8000.png
29.15,35,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse35_timepoint0_left abr_io_ABRpresto_fit 16000.png
39.66,35,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse35_timepoint0_left abr_io_ABRpresto_fit 32000.png
37.73,35,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse35_timepoint0_left abr_io_ABRpresto_fit 8000.png
31.49,35,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse35_timepoint1_left abr_io_ABRpresto_fit 16000.png
39.3,35,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse35_timepoint1_left abr_io_ABRpresto_fit 32000.png
36.32,35,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse35_timepoint1_left abr_io_ABRpresto_fit 8000.png
57.51,36,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_left abr_io_ABRpresto_fit 11313.png
67.77,36,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_left abr_io_ABRpresto_fit 16000.png
77.5,36,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_left abr_io_ABRpresto_fit 22627.png
79.14,36,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_left abr_io_ABRpresto_fit 32000.png
54.03,36,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_left abr_io_ABRpresto_fit 4000.png
44.2,36,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_left abr_io_ABRpresto_fit 5656.png
41.22,36,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_left abr_io_ABRpresto_fit 8000.png
56.56,36,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_right abr_io_ABRpresto_fit 11313.png
70.46,36,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_right abr_io_ABRpresto_fit 16000.png
82.1,36,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_right abr_io_ABRpresto_fit 22627.png
89.83,36,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_right abr_io_ABRpresto_fit 32000.png
58.43,36,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_right abr_io_ABRpresto_fit 4000.png
46.64,36,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_right abr_io_ABRpresto_fit 5656.png
49.14,36,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint0_right abr_io_ABRpresto_fit 8000.png
65.08,36,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint1_left abr_io_ABRpresto_fit 11313.png
72.76,36,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint1_left abr_io_ABRpresto_fit 16000.png
86.92,36,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint1_left abr_io_ABRpresto_fit 22627.png
91.84,36,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint1_left abr_io_ABRpresto_fit 32000.png
57.62,36,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint1_left abr_io_ABRpresto_fit 4000.png
48.4,36,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint1_left abr_io_ABRpresto_fit 5656.png
40.42,36,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint1_left abr_io_ABRpresto_fit 8000.png
60.61,36,2,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_left abr_io_ABRpresto_fit 11313.png
73.23,36,2,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_left abr_io_ABRpresto_fit 16000.png
79.74,36,2,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_left abr_io_ABRpresto_fit 22627.png
78.83,36,2,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_left abr_io_ABRpresto_fit 32000.png
53.73,36,2,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_left abr_io_ABRpresto_fit 4000.png
90.02,36,2,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_left abr_io_ABRpresto_fit 45254.png
58.55,36,2,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_left abr_io_ABRpresto_fit 5656.png
46.82,36,2,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_left abr_io_ABRpresto_fit 8000.png
71.8,36,2,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_right abr_io_ABRpresto_fit 11313.png
77.07,36,2,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_right abr_io_ABRpresto_fit 16000.png
79.21,36,2,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_right abr_io_ABRpresto_fit 22627.png
72.44,36,2,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_right abr_io_ABRpresto_fit 32000.png
43.86,36,2,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_right abr_io_ABRpresto_fit 4000.png
80.04,36,2,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_right abr_io_ABRpresto_fit 45254.png
44.54,36,2,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_right abr_io_ABRpresto_fit 5656.png
52.17,36,2,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse36_timepoint2_right abr_io_ABRpresto_fit 8000.png
98.57,37,0,left,11313,Success,power law,C:\Data\ABRpresto data\Mouse37_timepoint0_left abr_io_ABRpresto_fit 11313.png
inf,37,0,left,16000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse37_timepoint0_left abr_io_ABRpresto_fit 16000.png
101.13,37,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse37_timepoint0_left abr_io_ABRpresto_fit 22627.png
inf,37,0,left,32000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse37_timepoint0_left abr_io_ABRpresto_fit 32000.png
inf,37,0,left,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse37_timepoint0_left abr_io_ABRpresto_fit 4000.png
inf,37,0,left,5656,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse37_timepoint0_left abr_io_ABRpresto_fit 5656.png
96.9,37,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse37_timepoint0_left abr_io_ABRpresto_fit 8000.png
100.09,37,0,right,11313,Success,power law,C:\Data\ABRpresto data\Mouse37_timepoint0_right abr_io_ABRpresto_fit 11313.png
104.73,37,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse37_timepoint0_right abr_io_ABRpresto_fit 16000.png
103.01,37,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse37_timepoint0_right abr_io_ABRpresto_fit 22627.png
inf,37,0,right,32000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse37_timepoint0_right abr_io_ABRpresto_fit 32000.png
inf,37,0,right,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse37_timepoint0_right abr_io_ABRpresto_fit 4000.png
inf,37,0,right,5656,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse37_timepoint0_right abr_io_ABRpresto_fit 5656.png
98.79,37,0,right,8000,Success,power law,C:\Data\ABRpresto data\Mouse37_timepoint0_right abr_io_ABRpresto_fit 8000.png
94.3,38,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint0_left abr_io_ABRpresto_fit 11313.png
86.84,38,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint0_left abr_io_ABRpresto_fit 16000.png
89.3,38,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint0_left abr_io_ABRpresto_fit 22627.png
90.21,38,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint0_left abr_io_ABRpresto_fit 32000.png
103.53,38,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint0_left abr_io_ABRpresto_fit 4000.png
103.57,38,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint0_left abr_io_ABRpresto_fit 5656.png
94.07,38,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint0_left abr_io_ABRpresto_fit 8000.png
104.0,38,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint0_right abr_io_ABRpresto_fit 11313.png
inf,38,0,right,16000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint0_right abr_io_ABRpresto_fit 16000.png
94.63,38,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint0_right abr_io_ABRpresto_fit 22627.png
inf,38,0,right,32000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint0_right abr_io_ABRpresto_fit 32000.png
inf,38,0,right,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint0_right abr_io_ABRpresto_fit 4000.png
104.36,38,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint0_right abr_io_ABRpresto_fit 5656.png
99.67,38,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint0_right abr_io_ABRpresto_fit 8000.png
90.95,38,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint1_left abr_io_ABRpresto_fit 11313.png
94.01,38,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint1_left abr_io_ABRpresto_fit 16000.png
91.04,38,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint1_left abr_io_ABRpresto_fit 22627.png
95.11,38,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint1_left abr_io_ABRpresto_fit 32000.png
inf,38,1,left,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint1_left abr_io_ABRpresto_fit 4000.png
101.1,38,1,left,5656,Success,power law (noisy),C:\Data\ABRpresto data\Mouse38_timepoint1_left abr_io_ABRpresto_fit 5656.png
93.17,38,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint1_left abr_io_ABRpresto_fit 8000.png
102.92,38,1,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint1_right abr_io_ABRpresto_fit 11313.png
99.85,38,1,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint1_right abr_io_ABRpresto_fit 16000.png
96.66,38,1,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint1_right abr_io_ABRpresto_fit 22627.png
inf,38,1,right,32000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint1_right abr_io_ABRpresto_fit 32000.png
inf,38,1,right,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint1_right abr_io_ABRpresto_fit 4000.png
inf,38,1,right,5656,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint1_right abr_io_ABRpresto_fit 5656.png
100.03,38,1,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint1_right abr_io_ABRpresto_fit 8000.png
94.24,38,2,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint2_left abr_io_ABRpresto_fit 11313.png
94.08,38,2,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint2_left abr_io_ABRpresto_fit 16000.png
94.28,38,2,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint2_left abr_io_ABRpresto_fit 22627.png
98.72,38,2,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint2_left abr_io_ABRpresto_fit 32000.png
98.38,38,2,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint2_left abr_io_ABRpresto_fit 4000.png
98.44,38,2,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint2_left abr_io_ABRpresto_fit 5656.png
94.37,38,2,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint2_left abr_io_ABRpresto_fit 8000.png
inf,38,2,right,11313,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint2_right abr_io_ABRpresto_fit 11313.png
inf,38,2,right,16000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint2_right abr_io_ABRpresto_fit 16000.png
inf,38,2,right,22627,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint2_right abr_io_ABRpresto_fit 22627.png
inf,38,2,right,32000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint2_right abr_io_ABRpresto_fit 32000.png
inf,38,2,right,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint2_right abr_io_ABRpresto_fit 4000.png
inf,38,2,right,5656,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint2_right abr_io_ABRpresto_fit 5656.png
inf,38,2,right,8000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint2_right abr_io_ABRpresto_fit 8000.png
inf,38,3,left,11313,Success,"most below criterion, but couldn't fit, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint3_left abr_io_ABRpresto_fit 11313.png
102.98,38,3,left,16000,Success,power law (noisy),C:\Data\ABRpresto data\Mouse38_timepoint3_left abr_io_ABRpresto_fit 16000.png
104.97,38,3,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse38_timepoint3_left abr_io_ABRpresto_fit 22627.png
inf,38,3,left,32000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint3_left abr_io_ABRpresto_fit 32000.png
inf,38,3,left,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint3_left abr_io_ABRpresto_fit 4000.png
inf,38,3,left,5656,Success,"most below criterion, but couldn't fit, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint3_left abr_io_ABRpresto_fit 5656.png
inf,38,3,left,8000,Success,"most below criterion, but couldn't fit, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint3_left abr_io_ABRpresto_fit 8000.png
inf,38,3,right,11313,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint3_right abr_io_ABRpresto_fit 11313.png
inf,38,3,right,16000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint3_right abr_io_ABRpresto_fit 16000.png
inf,38,3,right,22627,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint3_right abr_io_ABRpresto_fit 22627.png
inf,38,3,right,32000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint3_right abr_io_ABRpresto_fit 32000.png
inf,38,3,right,4000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint3_right abr_io_ABRpresto_fit 4000.png
inf,38,3,right,5656,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint3_right abr_io_ABRpresto_fit 5656.png
inf,38,3,right,8000,Success,"all below criterion, threshold is inf",C:\Data\ABRpresto data\Mouse38_timepoint3_right abr_io_ABRpresto_fit 8000.png
72.55,39,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_left abr_io_ABRpresto_fit 11313.png
79.25,39,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_left abr_io_ABRpresto_fit 16000.png
85.24,39,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_left abr_io_ABRpresto_fit 22627.png
89.52,39,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_left abr_io_ABRpresto_fit 32000.png
70.82,39,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_left abr_io_ABRpresto_fit 4000.png
81.77,39,0,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_left abr_io_ABRpresto_fit 45254.png
63.39,39,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_left abr_io_ABRpresto_fit 5656.png
61.91,39,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_left abr_io_ABRpresto_fit 8000.png
78.39,39,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_right abr_io_ABRpresto_fit 11313.png
90.93,39,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_right abr_io_ABRpresto_fit 16000.png
88.8,39,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_right abr_io_ABRpresto_fit 22627.png
92.57,39,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_right abr_io_ABRpresto_fit 32000.png
67.68,39,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_right abr_io_ABRpresto_fit 4000.png
96.81,39,0,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_right abr_io_ABRpresto_fit 45254.png
62.78,39,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_right abr_io_ABRpresto_fit 5656.png
57.34,39,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint0_right abr_io_ABRpresto_fit 8000.png
72.73,39,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_left abr_io_ABRpresto_fit 11313.png
78.11,39,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_left abr_io_ABRpresto_fit 16000.png
81.02,39,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_left abr_io_ABRpresto_fit 22627.png
85.91,39,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_left abr_io_ABRpresto_fit 32000.png
76.72,39,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_left abr_io_ABRpresto_fit 4000.png
82.72,39,1,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_left abr_io_ABRpresto_fit 45254.png
69.4,39,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_left abr_io_ABRpresto_fit 5656.png
57.9,39,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_left abr_io_ABRpresto_fit 8000.png
78.59,39,1,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_right abr_io_ABRpresto_fit 11313.png
89.44,39,1,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_right abr_io_ABRpresto_fit 16000.png
84.74,39,1,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_right abr_io_ABRpresto_fit 22627.png
94.71,39,1,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_right abr_io_ABRpresto_fit 32000.png
64.2,39,1,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_right abr_io_ABRpresto_fit 4000.png
84.16,39,1,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_right abr_io_ABRpresto_fit 45254.png
62.07,39,1,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_right abr_io_ABRpresto_fit 5656.png
57.05,39,1,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse39_timepoint1_right abr_io_ABRpresto_fit 8000.png
23.41,3,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint0_left abr_io_ABRpresto_fit 11313.png
19.82,3,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint0_left abr_io_ABRpresto_fit 16000.png
24.85,3,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint0_left abr_io_ABRpresto_fit 22627.png
36.99,3,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint0_left abr_io_ABRpresto_fit 32000.png
43.77,3,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint0_left abr_io_ABRpresto_fit 4000.png
33.51,3,0,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint0_left abr_io_ABRpresto_fit 45254.png
39.49,3,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint0_left abr_io_ABRpresto_fit 5656.png
28.7,3,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint0_left abr_io_ABRpresto_fit 8000.png
26.97,3,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint1_left abr_io_ABRpresto_fit 11313.png
28.21,3,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint1_left abr_io_ABRpresto_fit 16000.png
38.88,3,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint1_left abr_io_ABRpresto_fit 22627.png
41.74,3,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint1_left abr_io_ABRpresto_fit 32000.png
47.58,3,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint1_left abr_io_ABRpresto_fit 4000.png
48.67,3,1,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint1_left abr_io_ABRpresto_fit 45254.png
44.69,3,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint1_left abr_io_ABRpresto_fit 5656.png
38.43,3,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse3_timepoint1_left abr_io_ABRpresto_fit 8000.png
