threshold,id,timepoint,ear,frequency,status,status_message,pth
60.06,145,0,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint0_left abr_io_ABRpresto_fit 45254.png
39.12,145,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint0_left abr_io_ABRpresto_fit 5656.png
26.04,145,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint0_left abr_io_ABRpresto_fit 8000.png
30.66,145,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint0_right abr_io_ABRpresto_fit 11313.png
41.56,145,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint0_right abr_io_ABRpresto_fit 16000.png
34.56,145,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint0_right abr_io_ABRpresto_fit 22627.png
41.69,145,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint0_right abr_io_ABRpresto_fit 32000.png
47.95,145,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint0_right abr_io_ABRpresto_fit 4000.png
53.63,145,0,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint0_right abr_io_ABRpresto_fit 45254.png
44.9,145,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint0_right abr_io_ABRpresto_fit 5656.png
35.46,145,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint0_right abr_io_ABRpresto_fit 8000.png
36.33,145,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_left abr_io_ABRpresto_fit 11313.png
36.07,145,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_left abr_io_ABRpresto_fit 16000.png
34.01,145,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_left abr_io_ABRpresto_fit 22627.png
41.2,145,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_left abr_io_ABRpresto_fit 32000.png
42.57,145,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_left abr_io_ABRpresto_fit 4000.png
60.34,145,1,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_left abr_io_ABRpresto_fit 45254.png
40.8,145,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_left abr_io_ABRpresto_fit 5656.png
39.2,145,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_left abr_io_ABRpresto_fit 8000.png
34.57,145,1,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_right abr_io_ABRpresto_fit 11313.png
36.41,145,1,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_right abr_io_ABRpresto_fit 16000.png
32.18,145,1,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_right abr_io_ABRpresto_fit 22627.png
44.5,145,1,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_right abr_io_ABRpresto_fit 32000.png
36.06,145,1,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_right abr_io_ABRpresto_fit 4000.png
70.79,145,1,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_right abr_io_ABRpresto_fit 45254.png
36.79,145,1,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_right abr_io_ABRpresto_fit 5656.png
37.42,145,1,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint1_right abr_io_ABRpresto_fit 8000.png
26.22,145,2,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_left abr_io_ABRpresto_fit 11313.png
32.29,145,2,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_left abr_io_ABRpresto_fit 16000.png
33.31,145,2,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_left abr_io_ABRpresto_fit 22627.png
35.34,145,2,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_left abr_io_ABRpresto_fit 32000.png
45.4,145,2,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_left abr_io_ABRpresto_fit 4000.png
54.9,145,2,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_left abr_io_ABRpresto_fit 45254.png
39.96,145,2,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_left abr_io_ABRpresto_fit 5656.png
33.3,145,2,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_left abr_io_ABRpresto_fit 8000.png
32.89,145,2,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_right abr_io_ABRpresto_fit 11313.png
36.83,145,2,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_right abr_io_ABRpresto_fit 16000.png
38.9,145,2,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_right abr_io_ABRpresto_fit 22627.png
44.13,145,2,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_right abr_io_ABRpresto_fit 32000.png
51.61,145,2,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_right abr_io_ABRpresto_fit 4000.png
61.98,145,2,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_right abr_io_ABRpresto_fit 45254.png
38.3,145,2,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_right abr_io_ABRpresto_fit 5656.png
36.1,145,2,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint2_right abr_io_ABRpresto_fit 8000.png
19.34,145,3,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_left abr_io_ABRpresto_fit 11313.png
18.32,145,3,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_left abr_io_ABRpresto_fit 16000.png
23.13,145,3,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_left abr_io_ABRpresto_fit 22627.png
25.85,145,3,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_left abr_io_ABRpresto_fit 32000.png
33.52,145,3,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_left abr_io_ABRpresto_fit 4000.png
26.57,145,3,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_left abr_io_ABRpresto_fit 45254.png
34.03,145,3,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_left abr_io_ABRpresto_fit 5656.png
24.32,145,3,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_left abr_io_ABRpresto_fit 8000.png
17.61,145,3,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_right abr_io_ABRpresto_fit 11313.png
23.56,145,3,right,16000,Success,power law,C:\Data\ABRpresto data\Mouse145_timepoint3_right abr_io_ABRpresto_fit 16000.png
27.23,145,3,right,22627,Success,power law,C:\Data\ABRpresto data\Mouse145_timepoint3_right abr_io_ABRpresto_fit 22627.png
40.59,145,3,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_right abr_io_ABRpresto_fit 32000.png
41.84,145,3,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_right abr_io_ABRpresto_fit 4000.png
28.97,145,3,right,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_right abr_io_ABRpresto_fit 45254.png
40.25,145,3,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_right abr_io_ABRpresto_fit 5656.png
30.93,145,3,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint3_right abr_io_ABRpresto_fit 8000.png
29.08,145,4,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_left abr_io_ABRpresto_fit 11313.png
36.78,145,4,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_left abr_io_ABRpresto_fit 16000.png
28.4,145,4,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_left abr_io_ABRpresto_fit 22627.png
31.79,145,4,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_left abr_io_ABRpresto_fit 32000.png
43.66,145,4,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_left abr_io_ABRpresto_fit 4000.png
25.75,145,4,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_left abr_io_ABRpresto_fit 5656.png
34.27,145,4,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_left abr_io_ABRpresto_fit 8000.png
33.65,145,4,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_right abr_io_ABRpresto_fit 11313.png
37.74,145,4,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_right abr_io_ABRpresto_fit 16000.png
31.97,145,4,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_right abr_io_ABRpresto_fit 22627.png
38.69,145,4,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_right abr_io_ABRpresto_fit 32000.png
53.37,145,4,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_right abr_io_ABRpresto_fit 4000.png
37.77,145,4,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_right abr_io_ABRpresto_fit 5656.png
41.65,145,4,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse145_timepoint4_right abr_io_ABRpresto_fit 8000.png
25.35,146,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_left abr_io_ABRpresto_fit 11313.png
32.72,146,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_left abr_io_ABRpresto_fit 16000.png
36.8,146,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_left abr_io_ABRpresto_fit 22627.png
33.82,146,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_left abr_io_ABRpresto_fit 32000.png
58.52,146,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_left abr_io_ABRpresto_fit 4000.png
42.11,146,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_left abr_io_ABRpresto_fit 5656.png
40.51,146,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_left abr_io_ABRpresto_fit 8000.png
27.25,146,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_right abr_io_ABRpresto_fit 11313.png
32.6,146,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_right abr_io_ABRpresto_fit 16000.png
32.86,146,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_right abr_io_ABRpresto_fit 22627.png
39.05,146,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_right abr_io_ABRpresto_fit 32000.png
58.18,146,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_right abr_io_ABRpresto_fit 4000.png
37.91,146,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_right abr_io_ABRpresto_fit 5656.png
36.65,146,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse146_timepoint0_right abr_io_ABRpresto_fit 8000.png
29.83,147,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_left abr_io_ABRpresto_fit 11313.png
38.05,147,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_left abr_io_ABRpresto_fit 16000.png
32.37,147,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_left abr_io_ABRpresto_fit 22627.png
30.35,147,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_left abr_io_ABRpresto_fit 32000.png
52.38,147,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_left abr_io_ABRpresto_fit 4000.png
40.89,147,0,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_left abr_io_ABRpresto_fit 5656.png
34.36,147,0,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_left abr_io_ABRpresto_fit 8000.png
23.43,147,0,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_right abr_io_ABRpresto_fit 11313.png
27.06,147,0,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_right abr_io_ABRpresto_fit 16000.png
23.66,147,0,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_right abr_io_ABRpresto_fit 22627.png
26.24,147,0,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_right abr_io_ABRpresto_fit 32000.png
42.7,147,0,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_right abr_io_ABRpresto_fit 4000.png
36.41,147,0,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_right abr_io_ABRpresto_fit 5656.png
36.39,147,0,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint0_right abr_io_ABRpresto_fit 8000.png
20.85,147,1,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_left abr_io_ABRpresto_fit 11313.png
28.09,147,1,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_left abr_io_ABRpresto_fit 16000.png
23.61,147,1,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_left abr_io_ABRpresto_fit 22627.png
37.87,147,1,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_left abr_io_ABRpresto_fit 32000.png
48.87,147,1,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_left abr_io_ABRpresto_fit 4000.png
35.92,147,1,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_left abr_io_ABRpresto_fit 5656.png
35.56,147,1,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_left abr_io_ABRpresto_fit 8000.png
29.17,147,1,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_right abr_io_ABRpresto_fit 11313.png
34.03,147,1,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_right abr_io_ABRpresto_fit 16000.png
29.59,147,1,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_right abr_io_ABRpresto_fit 22627.png
40.37,147,1,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_right abr_io_ABRpresto_fit 32000.png
59.3,147,1,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_right abr_io_ABRpresto_fit 4000.png
43.54,147,1,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_right abr_io_ABRpresto_fit 5656.png
39.57,147,1,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint1_right abr_io_ABRpresto_fit 8000.png
25.15,147,2,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_left abr_io_ABRpresto_fit 11313.png
30.77,147,2,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_left abr_io_ABRpresto_fit 16000.png
24.41,147,2,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_left abr_io_ABRpresto_fit 22627.png
40.25,147,2,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_left abr_io_ABRpresto_fit 32000.png
56.16,147,2,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_left abr_io_ABRpresto_fit 4000.png
42.74,147,2,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_left abr_io_ABRpresto_fit 5656.png
41.42,147,2,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_left abr_io_ABRpresto_fit 8000.png
24.52,147,2,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_right abr_io_ABRpresto_fit 11313.png
24.19,147,2,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_right abr_io_ABRpresto_fit 16000.png
22.94,147,2,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_right abr_io_ABRpresto_fit 22627.png
41.14,147,2,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_right abr_io_ABRpresto_fit 32000.png
50.65,147,2,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_right abr_io_ABRpresto_fit 4000.png
36.04,147,2,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_right abr_io_ABRpresto_fit 5656.png
32.43,147,2,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint2_right abr_io_ABRpresto_fit 8000.png
19.46,147,3,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_left abr_io_ABRpresto_fit 11313.png
29.12,147,3,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_left abr_io_ABRpresto_fit 16000.png
28.72,147,3,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_left abr_io_ABRpresto_fit 22627.png
39.23,147,3,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_left abr_io_ABRpresto_fit 32000.png
60.08,147,3,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_left abr_io_ABRpresto_fit 4000.png
45.82,147,3,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_left abr_io_ABRpresto_fit 5656.png
40.83,147,3,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_left abr_io_ABRpresto_fit 8000.png
26.56,147,3,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_right abr_io_ABRpresto_fit 11313.png
32.08,147,3,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_right abr_io_ABRpresto_fit 16000.png
47.0,147,3,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_right abr_io_ABRpresto_fit 22627.png
79.29,147,3,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_right abr_io_ABRpresto_fit 32000.png
61.84,147,3,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_right abr_io_ABRpresto_fit 4000.png
43.81,147,3,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_right abr_io_ABRpresto_fit 5656.png
35.16,147,3,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint3_right abr_io_ABRpresto_fit 8000.png
24.4,147,4,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_left abr_io_ABRpresto_fit 11313.png
34.01,147,4,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_left abr_io_ABRpresto_fit 16000.png
35.78,147,4,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_left abr_io_ABRpresto_fit 22627.png
47.32,147,4,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_left abr_io_ABRpresto_fit 32000.png
63.96,147,4,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_left abr_io_ABRpresto_fit 4000.png
44.27,147,4,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_left abr_io_ABRpresto_fit 5656.png
43.39,147,4,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_left abr_io_ABRpresto_fit 8000.png
28.3,147,4,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_right abr_io_ABRpresto_fit 11313.png
39.49,147,4,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_right abr_io_ABRpresto_fit 16000.png
54.14,147,4,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_right abr_io_ABRpresto_fit 22627.png
97.47,147,4,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_right abr_io_ABRpresto_fit 32000.png
67.85,147,4,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_right abr_io_ABRpresto_fit 4000.png
46.41,147,4,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_right abr_io_ABRpresto_fit 5656.png
30.45,147,4,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint4_right abr_io_ABRpresto_fit 8000.png
19.98,147,5,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_left abr_io_ABRpresto_fit 11313.png
33.76,147,5,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_left abr_io_ABRpresto_fit 16000.png
38.3,147,5,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_left abr_io_ABRpresto_fit 22627.png
69.08,147,5,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_left abr_io_ABRpresto_fit 32000.png
62.08,147,5,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_left abr_io_ABRpresto_fit 4000.png
58.07,147,5,left,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_left abr_io_ABRpresto_fit 5656.png
45.06,147,5,left,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_left abr_io_ABRpresto_fit 8000.png
27.05,147,5,right,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_right abr_io_ABRpresto_fit 11313.png
33.22,147,5,right,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_right abr_io_ABRpresto_fit 16000.png
69.93,147,5,right,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_right abr_io_ABRpresto_fit 22627.png
94.65,147,5,right,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_right abr_io_ABRpresto_fit 32000.png
52.9,147,5,right,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_right abr_io_ABRpresto_fit 4000.png
45.26,147,5,right,5656,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_right abr_io_ABRpresto_fit 5656.png
35.31,147,5,right,8000,Success,sigmoid,C:\Data\ABRpresto data\Mouse147_timepoint5_right abr_io_ABRpresto_fit 8000.png
75.05,148,0,left,11313,Success,sigmoid,C:\Data\ABRpresto data\Mouse148_timepoint0_left abr_io_ABRpresto_fit 11313.png
85.34,148,0,left,16000,Success,sigmoid,C:\Data\ABRpresto data\Mouse148_timepoint0_left abr_io_ABRpresto_fit 16000.png
84.32,148,0,left,22627,Success,sigmoid,C:\Data\ABRpresto data\Mouse148_timepoint0_left abr_io_ABRpresto_fit 22627.png
94.16,148,0,left,32000,Success,sigmoid,C:\Data\ABRpresto data\Mouse148_timepoint0_left abr_io_ABRpresto_fit 32000.png
94.31,148,0,left,4000,Success,sigmoid,C:\Data\ABRpresto data\Mouse148_timepoint0_left abr_io_ABRpresto_fit 4000.png
82.76,148,0,left,45254,Success,sigmoid,C:\Data\ABRpresto data\Mouse148_timepoint0_left abr_io_ABRpresto_fit 45254.png
